s_m,ref_line_x_m,ref_line_y_m,ref_line_z_m,theta_rad,mu_rad,phi_rad,omega_x_radpm,omega_y_radpm,omega_z_radpm,track_width_left_m,track_width_right_m
14.399135,10.542955,0.000000,9.676031,0.000000,-0.546381,0.000042,0.000006,0.046439,-0.000001,8.000000,-8.000000
14.599123,10.714310,0.000000,9.779144,0.000000,-0.537002,0.000043,0.000005,0.047355,-0.000002,8.000000,-8.000000
14.799110,10.886633,0.000000,9.880630,0.000000,-0.527447,0.000043,0.000003,0.048204,-0.000002,8.000000,-8.000000
14.999098,11.059927,0.000000,9.980450,0.000000,-0.517720,0.000044,-0.000001,0.049068,-0.000004,8.000000,-8.000000
15.199086,11.234192,0.000000,10.078565,-0.000000,-0.507824,0.000044,-0.000001,0.049895,-0.000004,8.000000,-8.000000
15.399074,11.409428,0.000000,10.174937,-0.000001,-0.497769,0.000044,0.000000,0.050669,-0.000002,8.000000,-8.000000
15.599062,11.585630,0.000000,10.269528,-0.000001,-0.487553,0.000044,0.000002,0.051494,-0.000002,8.000000,-8.000000
15.799050,11.762798,0.000000,10.362299,-0.000000,-0.477181,0.000044,0.000003,0.052227,-0.000002,8.000000,-8.000000
15.999038,11.940924,0.000000,10.453215,-0.000000,-0.466663,0.000045,0.000005,0.052961,0.000000,8.000000,-8.000000
16.199026,12.120004,0.000000,10.542240,0.000000,-0.455997,0.000046,0.000002,0.053704,-0.000002,8.000000,-8.000000
16.399014,12.300029,0.000000,10.629337,0.000000,-0.445195,0.000046,-0.000001,0.054324,-0.000005,8.000000,-8.000000
16.599002,12.480989,0.000000,10.714472,-0.000000,-0.434268,0.000046,0.000001,0.054954,-0.000001,8.000000,-8.000000
16.798990,12.662874,0.000000,10.797614,0.000000,-0.423223,0.000046,0.000001,0.055501,-0.000001,8.000000,-8.000000
16.998978,12.845671,0.000000,10.878733,0.000000,-0.412076,0.000046,-0.000001,0.055976,-0.000005,8.000000,-8.000000
17.198966,13.029364,0.000000,10.957801,-0.000000,-0.400833,0.000046,-0.000002,0.056459,-0.000002,8.000000,-8.000000
17.398954,13.213937,0.000000,11.034790,0.000000,-0.389506,0.000045,-0.000002,0.056819,-0.000000,8.000000,-8.000000
17.598942,13.399374,0.000000,11.109677,0.000000,-0.378108,0.000045,-0.000004,0.057168,-0.000004,8.000000,-8.000000
17.798930,13.585654,0.000000,11.182439,-0.000000,-0.366647,0.000044,-0.000004,0.057446,-0.000005,8.000000,-8.000000
17.998918,13.772758,0.000000,11.253057,-0.000000,-0.355143,0.000043,-0.000003,0.057606,-0.000002,8.000000,-8.000000
18.198906,13.960663,0.000000,11.321515,-0.000000,-0.343606,0.000042,-0.000005,0.057767,-0.000002,8.000000,-8.000000
18.398894,14.149346,0.000000,11.387799,-0.000000,-0.332051,0.000041,-0.000005,0.057789,-0.000003,8.000000,-8.000000
18.598882,14.338782,0.000000,11.451898,-0.000000,-0.320497,0.000040,-0.000004,0.057766,-0.000002,8.000000,-8.000000
18.798870,14.528946,0.000000,11.513804,-0.000000,-0.308948,0.000040,-0.000004,0.057722,-0.000002,8.000000,-8.000000
18.998858,14.719812,0.000000,11.573512,-0.000000,-0.297426,0.000039,-0.000006,0.057512,-0.000002,8.000000,-8.000000
19.198846,14.911351,0.000000,11.631021,-0.000000,-0.285948,0.000037,-0.000006,0.057271,-0.000002,8.000000,-8.000000
19.398834,15.103537,0.000000,11.686334,-0.000000,-0.274531,0.000036,-0.000006,0.056909,-0.000002,8.000000,-8.000000
19.598822,15.296339,0.000000,11.739456,-0.000000,-0.263196,0.000035,-0.000006,0.056447,-0.000002,8.000000,-8.000000
19.798810,15.489729,0.000000,11.790398,-0.000000,-0.251954,0.000034,-0.000008,0.055978,-0.000002,8.000000,-8.000000
19.998798,15.683677,0.000000,11.839174,-0.000000,-0.240820,0.000032,-0.000009,0.055365,-0.000002,8.000000,-8.000000
20.198786,15.878153,0.000000,11.885799,-0.000000,-0.229812,0.000030,-0.000009,0.054721,-0.000002,8.000000,-8.000000
20.398774,16.073128,0.000000,11.930293,-0.000000,-0.218941,0.000028,-0.000009,0.053997,-0.000001,8.000000,-8.000000
20.598762,16.268571,0.000000,11.972681,-0.000000,-0.208229,0.000026,-0.000009,0.053133,-0.000001,8.000000,-8.000000
20.798750,16.464454,0.000000,12.012989,-0.000000,-0.197691,0.000024,-0.000009,0.052259,-0.000001,8.000000,-8.000000
20.998738,16.660747,0.000000,12.051249,-0.000000,-0.187339,0.000023,-0.000010,0.051260,-0.000001,8.000000,-8.000000
21.198726,16.857422,0.000000,12.087495,-0.000000,-0.177194,0.000020,-0.000011,0.050201,-0.000001,8.000000,-8.000000
21.398714,17.054451,0.000000,12.121765,-0.000000,-0.167263,0.000018,-0.000011,0.049116,-0.000001,8.000000,-8.000000
21.598702,17.251807,0.000000,12.154098,-0.000000,-0.157561,0.000016,-0.000010,0.047908,-0.000001,8.000000,-8.000000
21.798690,17.449464,0.000000,12.184540,-0.000000,-0.148101,0.000014,-0.000011,0.046693,-0.000001,8.000000,-8.000000
21.998678,17.647396,0.000000,12.213135,-0.000000,-0.138893,0.000012,-0.000012,0.045399,-0.000001,8.000000,-8.000000
22.198666,17.845580,0.000000,12.239932,-0.000000,-0.129950,0.000009,-0.000012,0.044033,-0.000000,8.000000,-8.000000
22.398654,18.043992,0.000000,12.264983,-0.000000,-0.121281,0.000007,-0.000012,0.042667,-0.000000,8.000000,-8.000000
22.598642,18.242611,0.000000,12.288341,-0.000000,-0.112895,0.000004,-0.000012,0.041199,-0.000000,8.000000,-8.000000
22.798630,18.441415,0.000000,12.310061,-0.000000,-0.104802,0.000002,-0.000012,0.039729,-0.000000,8.000000,-8.000000
22.998618,18.640386,0.000000,12.330202,-0.000000,-0.097006,-0.000001,-0.000012,0.038234,0.000000,8.000000,-8.000000
23.198606,18.839505,0.000000,12.348820,-0.000000,-0.089517,-0.000003,-0.000012,0.036664,0.000000,8.000000,-8.000000
23.398594,19.038755,0.000000,12.365979,-0.000000,-0.082339,-0.000005,-0.000010,0.035117,0.000000,8.000000,-8.000000
23.598582,19.238121,-0.000000,12.381738,-0.000000,-0.075476,-0.000007,-0.000010,0.033517,0.000000,8.000000,-8.000000
23.798570,19.437588,-0.000000,12.396160,-0.000000,-0.068935,-0.000010,-0.000012,0.031902,0.000000,8.000000,-8.000000
23.998558,19.637143,-0.000000,12.409309,-0.000000,-0.062714,-0.000012,-0.000012,0.030308,0.000000,8.000000,-8.000000
24.198546,19.836774,-0.000000,12.421249,-0.000000,-0.056815,-0.000014,-0.000012,0.028685,0.000000,8.000000,-8.000000
24.398534,20.036470,-0.000000,12.432043,-0.000000,-0.051238,-0.000017,-0.000012,0.027091,0.000000,8.000000,-8.000000
24.598521,20.236222,-0.000000,12.441755,-0.000000,-0.045982,-0.000019,-0.000012,0.025474,0.000000,8.000000,-8.000000
24.798509,20.436020,-0.000000,12.450450,-0.000000,-0.041050,-0.000022,-0.000012,0.023850,0.000000,8.000000,-8.000000
24.998497,20.635858,-0.000000,12.458191,-0.000000,-0.036438,-0.000024,-0.000011,0.022265,0.000001,8.000000,-8.000000
25.198485,20.835729,-0.000000,12.465042,-0.000000,-0.032146,-0.000026,-0.000009,0.020660,0.000001,8.000000,-8.000000
25.398473,21.035626,-0.000000,12.471067,-0.000000,-0.028170,-0.000028,-0.000009,0.019102,0.000001,8.000000,-8.000000
25.598461,21.235544,-0.000000,12.476328,-0.000000,-0.024502,-0.000030,-0.000009,0.017587,0.000000,8.000000,-8.000000
25.798449,21.435480,-0.000000,12.480886,-0.000000,-0.021135,-0.000032,-0.000009,0.016078,0.000000,8.000000,-8.000000
25.998437,21.635430,-0.000000,12.484801,-0.000000,-0.018066,-0.000033,-0.000007,0.014622,0.000000,8.000000,-8.000000
26.198425,21.835390,-0.000000,12.488131,-0.000000,-0.015284,-0.000035,-0.000007,0.013200,0.000000,8.000000,-8.000000
26.398413,22.035358,-0.000000,12.490933,-0.000000,-0.012780,-0.000036,-0.000009,0.011834,0.000000,8.000000,-8.000000
26.598401,22.235333,-0.000000,12.493261,-0.000000,-0.010545,-0.000038,-0.000009,0.010527,0.000000,8.000000,-8.000000
26.798389,22.435312,-0.000000,12.495167,-0.000000,-0.008567,-0.000040,-0.000009,0.009254,0.000000,8.000000,-8.000000
26.998377,22.635294,-0.000000,12.496704,-0.000000,-0.006837,-0.000041,-0.000007,0.008047,0.000000,8.000000,-8.000000
27.198365,22.835278,-0.000000,12.497918,-0.000000,-0.005342,-0.000043,-0.000005,0.006896,0.000000,8.000000,-8.000000
27.398353,23.035264,-0.000000,12.498855,-0.000000,-0.004073,-0.000043,-0.000003,0.005804,0.000000,8.000000,-8.000000
27.598341,23.235250,-0.000000,12.499560,-0.000000,-0.003013,-0.000044,-0.000003,0.004798,-0.000000,8.000000,-8.000000
27.798329,23.435238,-0.000000,12.500073,-0.000000,-0.002145,-0.000045,-0.000003,0.003882,-0.000000,8.000000,-8.000000
27.998317,23.635225,-0.000000,12.500430,-0.000000,-0.001450,-0.000045,-0.000003,0.003064,-0.000000,8.000000,-8.000000
28.198305,23.835213,-0.000000,12.500663,-0.000000,-0.000911,-0.000046,-0.000002,0.002327,-0.000000,8.000000,-8.000000
28.398293,24.035201,-0.000001,12.500803,-0.000001,-0.000512,-0.000046,-0.000000,0.001668,-0.000000,8.000001,-7.999999
28.598281,24.235189,-0.000001,12.500876,-0.000001,-0.000233,-0.000046,0.000000,0.001118,-0.000000,8.000001,-7.999999
28.798269,24.435177,-0.000001,12.500903,-0.000001,-0.000052,-0.000046,0.000001,0.000692,-0.000001,8.000001,-7.999999
28.998257,24.635165,-0.000001,12.500902,-0.000001,0.000056,-0.000046,0.000003,0.000386,-0.000001,8.000001,-7.999999
29.198245,24.835153,-0.000001,12.500884,-0.000001,0.000113,-0.000045,0.000003,0.000182,-0.000001,8.000001,-7.999999
29.398233,25.035141,-0.000001,12.500859,-0.000001,0.000137,-0.000044,0.000003,0.000062,-0.000001,8.000001,-7.999999
29.598221,25.235129,-0.000002,12.500831,-0.000001,0.000144,-0.000044,0.000003,0.000004,-0.000001,8.000002,-7.999998
29.798209,25.435117,-0.000002,12.500802,-0.000002,0.000142,-0.000043,0.000004,-0.000021,-0.000002,8.000002,-7.999998
29.998197,25.635105,-0.000002,12.500774,-0.000002,0.000137,-0.000042,0.000005,-0.000031,-0.000002,8.000002,-7.999998
30.198185,25.835093,-0.000003,12.500747,-0.000002,0.000130,-0.000041,0.000003,-0.000033,0.000001,8.000003,-7.999997
30.398173,26.035081,-0.000003,12.500722,-0.000002,0.000125,-0.000041,0.000002,-0.000026,0.000005,8.000003,-7.999997
30.598161,26.235069,-0.000003,12.500697,-0.000000,0.000120,-0.000040,0.000004,-0.000022,0.000008,8.000004,-7.999996
30.798149,26.435057,-0.000003,12.500674,0.000002,0.000115,-0.000039,0.000005,-0.000024,0.000014,8.000004,-7.999996
30.998137,26.635045,-0.000003,12.500651,0.000005,0.000110,-0.000038,0.000003,-0.000031,0.000021,8.000005,-7.999995
31.198125,26.835033,-0.000001,12.500630,0.000011,0.000103,-0.000038,0.000003,-0.000033,0.000034,8.000006,-7.999994
31.398113,27.035021,0.000002,12.500610,0.000019,0.000097,-0.000037,0.000004,-0.000027,0.000050,8.000006,-7.999994
31.598101,27.235009,0.000007,12.500591,0.000032,0.000093,-0.000036,0.000005,-0.000019,0.000072,8.000007,-7.999993
31.798089,27.434997,0.000015,12.500573,0.000049,0.000090,-0.000035,0.000005,-0.000010,0.000099,8.000007,-7.999991
31.998077,27.634985,0.000027,12.500555,0.000072,0.000088,-0.000034,0.000004,-0.000005,0.000130,8.000007,-7.999989
32.198065,27.834973,0.000044,12.500538,0.000102,0.000087,-0.000033,0.000005,-0.000007,0.000171,8.000008,-7.999988
32.398053,28.034961,0.000068,12.500520,0.000141,0.000085,-0.000032,0.000005,-0.000015,0.000218,8.000008,-7.999988
32.598041,28.234949,0.000101,12.500504,0.000190,0.000081,-0.000032,0.000004,-0.000020,0.000278,8.000009,-7.999985
32.798029,28.434937,0.000145,12.500488,0.000252,0.000078,-0.000031,0.000003,-0.000018,0.000345,8.000007,-7.999985
32.998017,28.634925,0.000203,12.500473,0.000329,0.000075,-0.000030,0.000003,-0.000012,0.000417,8.000008,-7.999983
33.198005,28.834913,0.000278,12.500458,0.000422,0.000072,-0.000030,0.000003,-0.000012,0.000514,8.000009,-7.999979
33.397993,29.034901,0.000373,12.500444,0.000534,0.000069,-0.000029,0.000003,-0.000016,0.000615,8.000005,-7.999981
33.597981,29.234888,0.000493,12.500430,0.000669,0.000066,-0.000028,0.000003,-0.000016,0.000727,8.000009,-7.999976
33.797969,29.434876,0.000642,12.500417,0.000828,0.000063,-0.000028,0.000003,-0.000011,0.000863,8.000008,-7.999975
33.997957,29.634864,0.000826,12.500405,0.001014,0.000062,-0.000027,0.000004,-0.000004,0.000997,8.000005,-7.999974
34.197945,29.834852,0.001049,12.500392,0.001229,0.000061,-0.000026,0.000005,0.000000,0.001161,8.000010,-7.999967
34.397933,30.034840,0.001320,12.500380,0.001479,0.000062,-0.000025,0.000005,-0.000000,0.001336,8.000002,-7.999972
34.597920,30.234828,0.001643,12.500368,0.001765,0.000061,-0.000024,0.000003,-0.000005,0.001518,8.000006,-7.999963
34.797908,30.434815,0.002028,12.500356,0.002090,0.000059,-0.000024,0.000003,-0.000011,0.001741,8.000005,-7.999959
34.997896,30.634803,0.002482,12.500344,0.002460,0.000057,-0.000023,0.000003,-0.000017,0.001955,7.999998,-7.999965
35.197884,30.834790,0.003015,12.500333,0.002875,0.000053,-0.000022,0.000003,-0.000018,0.002196,8.000007,-7.999951
35.397872,31.034777,0.003636,12.500323,0.003341,0.000050,-0.000022,0.000003,-0.000012,0.002468,7.999995,-7.999958
35.597860,31.234764,0.004355,12.500313,0.003861,0.000048,-0.000021,0.000003,-0.000004,0.002731,7.999998,-7.999952
35.797848,31.434750,0.005184,12.500303,0.004439,0.000048,-0.000021,0.000003,-0.000001,0.003046,8.000005,-7.999940
35.997836,31.634736,0.006135,12.500294,0.005079,0.000047,-0.000020,0.000003,-0.000006,0.003358,7.999987,-7.999953
36.197824,31.834721,0.007220,12.500284,0.005784,0.000046,-0.000019,0.000002,-0.000010,0.003687,8.000003,-7.999933
36.397812,32.034705,0.008453,12.500276,0.006559,0.000044,-0.000019,0.000001,-0.000009,0.004060,7.999992,-7.999938
36.597800,32.234688,0.009848,12.500267,0.007406,0.000042,-0.000019,0.000001,-0.000006,0.004412,7.999983,-7.999940
36.797788,32.434670,0.011420,12.500259,0.008329,0.000041,-0.000019,0.000002,-0.000004,0.004821,8.000003,-7.999916
36.997776,32.634650,0.013185,12.500250,0.009335,0.000041,-0.000018,0.000003,-0.000005,0.005241,7.999973,-7.999941
37.197764,32.834628,0.015159,12.500242,0.010424,0.000040,-0.000017,0.000003,-0.000006,0.005649,7.999991,-7.999916
37.397752,33.034604,0.017360,12.500235,0.011601,0.000038,-0.000017,0.000003,-0.000006,0.006122,7.999991,-7.999910
37.597740,33.234577,0.019805,12.500227,0.012870,0.000037,-0.000016,0.000003,-0.000005,0.006570,7.999964,-7.999932
37.797728,33.434547,0.022514,12.500220,0.014233,0.000036,-0.000015,0.000002,-0.000005,0.007062,8.000000,-7.999891
37.997716,33.634512,0.025505,12.500212,0.015698,0.000035,-0.000015,0.000001,-0.000006,0.007589,7.999968,-7.999920
38.197704,33.834473,0.028799,12.500206,0.017265,0.000034,-0.000015,0.000001,-0.000007,0.008078,7.999975,-7.999910
38.397692,34.034428,0.032417,12.500199,0.018937,0.000032,-0.000015,0.000002,-0.000008,0.008639,7.999999,-7.999883
38.597680,34.234377,0.036380,12.500193,0.020719,0.000031,-0.000014,0.000003,-0.000006,0.009185,7.999951,-7.999927
38.797668,34.434318,0.040711,12.500186,0.022611,0.000030,-0.000013,0.000002,-0.000003,0.009740,7.999997,-7.999876
38.997656,34.634250,0.045431,12.500180,0.024621,0.000030,-0.000013,0.000001,-0.000000,0.010360,7.999973,-7.999895
39.197644,34.834172,0.050566,12.500174,0.026749,0.000030,-0.000013,0.000001,-0.000001,0.010919,7.999956,-7.999909
39.397632,35.034083,0.056137,12.500169,0.028995,0.000029,-0.000013,0.000002,-0.000004,0.011544,8.000008,-7.999855
39.597620,35.233980,0.062170,12.500163,0.031368,0.000028,-0.000012,0.000003,-0.000006,0.012184,7.999940,-7.999920
39.797608,35.433861,0.068689,12.500157,0.033864,0.000027,-0.000011,0.000002,-0.000005,0.012786,7.999985,-7.999872
39.997596,35.633725,0.075721,12.500152,0.036490,0.000026,-0.000011,0.000001,-0.000004,0.013467,7.999991,-7.999864
40.197584,35.833570,0.083290,12.500147,0.039246,0.000025,-0.000011,0.000001,-0.000005,0.014098,7.999932,-7.999924
40.397572,36.033393,0.091423,12.500142,0.042132,0.000024,-0.000010,0.000002,-0.000006,0.014763,8.000016,-7.999840
40.597560,36.233190,0.100146,12.500137,0.045154,0.000023,-0.000010,0.000001,-0.000006,0.015458,7.999954,-7.999902
40.797548,36.432960,0.109486,12.500133,0.048306,0.000022,-0.000010,0.000001,-0.000004,0.016066,7.999966,-7.999892
40.997536,36.632698,0.119468,12.500128,0.051587,0.000022,-0.000010,0.000002,-0.000002,0.016742,8.000021,-7.999839
41.197524,36.832402,0.130119,12.500124,0.055009,0.000021,-0.000009,0.000001,-0.000003,0.017480,7.999937,-7.999925
41.397512,37.032068,0.141469,12.500120,0.058578,0.000021,-0.000009,0.000001,-0.000004,0.018212,8.000033,-7.999831
41.597500,37.231691,0.153545,12.500116,0.062292,0.000020,-0.000009,0.000002,-0.000004,0.018936,8.000002,-7.999866
41.797488,37.431267,0.166377,12.500112,0.066144,0.000019,-0.000008,0.000001,-0.000004,0.019581,7.999976,-7.999899
41.997476,37.630791,0.179991,12.500108,0.070131,0.000018,-0.000008,0.000001,-0.000003,0.020296,8.000077,-7.999803
42.197464,37.830258,0.194414,12.500104,0.074262,0.000018,-0.000008,0.000001,-0.000002,0.021012,7.999969,-7.999915
42.397452,38.029662,0.209675,12.500101,0.078529,0.000018,-0.000007,0.000002,-0.000002,0.021665,8.000045,-7.999843
42.597440,38.228999,0.225801,12.500097,0.082935,0.000017,-0.000007,0.000000,-0.000001,0.022398,8.000067,-7.999827
42.797428,38.428261,0.242818,12.500094,0.087481,0.000017,-0.000007,-0.000000,-0.000001,0.023067,7.999973,-7.999928
42.997416,38.627443,0.260755,12.500091,0.092162,0.000017,-0.000007,0.000000,-0.000003,0.023745,8.000110,-7.999797
