s_m,ref_line_x_m,ref_line_y_m,ref_line_z_m,theta_rad,mu_rad,phi_rad,omega_x_radpm,omega_y_radpm,omega_z_radpm,track_width_left_m,track_width_right_m
6.196648,6.119899,-0.000010,0.000006,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000012,-7.999988
6.396540,6.319791,-0.000011,0.000006,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000012,-7.999988
6.596431,6.519683,-0.000011,0.000006,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000013,-7.999987
6.796323,6.719574,-0.000012,0.000007,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000013,-7.999987
6.996215,6.919466,-0.000012,0.000007,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000014,-7.999986
7.196107,7.119358,-0.000012,0.000007,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000014,-7.999986
7.395999,7.319250,-0.000013,0.000007,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000015,-7.999985
7.595891,7.519142,-0.000013,0.000008,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000015,-7.999985
7.795783,7.719034,-0.000014,0.000008,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000016,-7.999984
7.995674,7.918926,-0.000014,0.000008,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000016,-7.999984
8.195566,8.118817,-0.000015,0.000009,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000017,-7.999983
8.395458,8.318709,-0.000015,0.000009,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000018,-7.999982
8.595350,8.518601,-0.000016,0.000009,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000018,-7.999982
8.795242,8.718493,-0.000016,0.000009,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000019,-7.999981
8.995134,8.918385,-0.000017,0.000010,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000019,-7.999981
9.195026,9.118277,-0.000017,0.000010,-0.000002,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000020,-7.999980
9.394917,9.318169,-0.000018,0.000010,-0.000003,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000020,-7.999980
9.594809,9.518060,-0.000018,0.000010,-0.000003,-0.000001,-0.523599,-0.000000,0.000000,-0.000000,8.000021,-7.999979
9.794701,9.717952,-0.000019,0.000011,-0.000003,-0.000001,-0.523599,0.000000,0.000000,-0.000000,8.000022,-7.999978
9.994593,9.917844,-0.000019,0.000011,-0.000003,-0.000001,-0.523599,0.000000,-0.000000,-0.000000,8.000022,-7.999978
10.194485,10.117736,-0.000020,0.000011,-0.000003,-0.000001,-0.523599,0.000000,-0.000000,-0.000000,8.000023,-7.999977
10.394377,10.317628,-0.000020,0.000012,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000023,-7.999977
10.594269,10.517520,-0.000021,0.000012,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000024,-7.999976
10.794160,10.717412,-0.000021,0.000012,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000025,-7.999975
10.994052,10.917303,-0.000022,0.000013,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000025,-7.999975
11.193944,11.117195,-0.000022,0.000013,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000026,-7.999974
11.393836,11.317087,-0.000023,0.000013,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000026,-7.999974
11.593728,11.516979,-0.000024,0.000014,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000027,-7.999973
11.793620,11.716871,-0.000024,0.000014,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000028,-7.999972
11.993512,11.916763,-0.000025,0.000014,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000028,-7.999972
12.193403,12.116655,-0.000025,0.000015,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000029,-7.999971
12.393295,12.316546,-0.000026,0.000015,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000030,-7.999970
12.593187,12.516438,-0.000026,0.000015,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000031,-7.999969
12.793079,12.716330,-0.000027,0.000016,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000031,-7.999969
12.992971,12.916222,-0.000028,0.000016,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000032,-7.999968
13.192863,13.116114,-0.000028,0.000016,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000033,-7.999967
13.392755,13.316006,-0.000029,0.000017,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000033,-7.999967
13.592646,13.515898,-0.000030,0.000017,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000034,-7.999966
13.792538,13.715789,-0.000030,0.000018,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000035,-7.999965
13.992430,13.915681,-0.000031,0.000018,-0.000003,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000036,-7.999964
14.192322,14.115573,-0.000032,0.000018,-0.000003,-0.000002,-0.523599,-0.000000,-0.000000,-0.000000,8.000036,-7.999964
14.392214,14.315465,-0.000032,0.000019,-0.000003,-0.000002,-0.523599,-0.000000,-0.000000,-0.000000,8.000037,-7.999963
14.592106,14.515357,-0.000033,0.000019,-0.000003,-0.000002,-0.523599,-0.000000,0.000000,-0.000000,8.000038,-7.999962
14.791998,14.715249,-0.000034,0.000020,-0.000004,-0.000002,-0.523599,-0.000000,0.000000,-0.000000,8.000039,-7.999961
14.991890,14.915141,-0.000034,0.000020,-0.000004,-0.000002,-0.523599,-0.000000,0.000000,-0.000000,8.000040,-7.999960
15.191781,15.115032,-0.000035,0.000020,-0.000004,-0.000002,-0.523599,-0.000000,0.000000,-0.000000,8.000041,-7.999959
15.391673,15.314924,-0.000036,0.000021,-0.000004,-0.000002,-0.523599,0.000000,-0.000000,-0.000000,8.000041,-7.999959
15.591565,15.514816,-0.000037,0.000021,-0.000004,-0.000002,-0.523599,-0.000000,0.000001,-0.000001,8.000042,-7.999958
15.791457,15.714708,-0.000037,0.000022,-0.000004,-0.000002,-0.523599,-0.000000,0.000002,-0.000003,8.000043,-7.999957
15.991349,15.914600,-0.000038,0.000022,-0.000005,-0.000002,-0.523599,-0.000000,0.000001,-0.000002,8.000044,-7.999956
16.191241,16.114492,-0.000039,0.000023,-0.000005,-0.000002,-0.523599,0.000000,-0.000000,0.000000,8.000045,-7.999955
16.391133,16.314384,-0.000040,0.000023,-0.000005,-0.000002,-0.523599,0.000000,-0.000001,0.000002,8.000046,-7.999954
16.591024,16.514276,-0.000041,0.000024,-0.000004,-0.000002,-0.523599,0.000000,-0.000001,0.000001,8.000047,-7.999953
16.790916,16.714167,-0.000042,0.000024,-0.000004,-0.000002,-0.523599,-0.000000,0.000000,-0.000000,8.000048,-7.999952
16.990808,16.914059,-0.000043,0.000024,-0.000004,-0.000002,-0.523599,-0.000000,0.000000,-0.000000,8.000049,-7.999951
17.190700,17.113951,-0.000044,0.000025,-0.000004,-0.000002,-0.523599,-0.000000,0.000000,-0.000000,8.000050,-7.999950
17.390592,17.313843,-0.000044,0.000025,-0.000004,-0.000002,-0.523599,-0.000000,0.000000,-0.000001,8.000051,-7.999949
17.590484,17.513735,-0.000045,0.000026,-0.000005,-0.000002,-0.523599,-0.000000,0.000000,-0.000000,8.000052,-7.999948
17.790376,17.713627,-0.000046,0.000026,-0.000004,-0.000002,-0.523599,0.000000,-0.000001,0.000001,8.000053,-7.999947
17.990267,17.913519,-0.000047,0.000027,-0.000004,-0.000002,-0.523599,0.000000,-0.000001,0.000002,8.000054,-7.999946
18.190159,18.113410,-0.000048,0.000027,-0.000004,-0.000002,-0.523599,0.000000,-0.000000,0.000000,8.000055,-7.999945
18.390051,18.313302,-0.000049,0.000028,-0.000004,-0.000002,-0.523599,0.000000,-0.000000,0.000000,8.000056,-7.999944
18.589943,18.513194,-0.000049,0.000028,-0.000004,-0.000003,-0.523599,0.000000,-0.000001,0.000001,8.000057,-7.999943
18.789835,18.713086,-0.000050,0.000029,-0.000003,-0.000003,-0.523599,0.000000,-0.000000,0.000000,8.000058,-7.999942
18.989727,18.912978,-0.000051,0.000029,-0.000003,-0.000003,-0.523599,-0.000000,-0.000000,-0.000001,8.000059,-7.999941
19.189619,19.112870,-0.000052,0.000030,-0.000004,-0.000003,-0.523599,0.000000,-0.000000,-0.000000,8.000060,-7.999940
19.389510,19.312762,-0.000052,0.000030,-0.000004,-0.000003,-0.523599,0.000000,-0.000000,-0.000000,8.000060,-7.999940
19.589402,19.512653,-0.000053,0.000031,-0.000004,-0.000003,-0.523599,-0.000000,0.000000,-0.000001,8.000061,-7.999939
19.789294,19.712545,-0.000054,0.000032,-0.000004,-0.000003,-0.523599,-0.000000,0.000001,-0.000002,8.000062,-7.999938
19.989186,19.912437,-0.000055,0.000032,-0.000005,-0.000003,-0.523599,-0.000000,0.000001,-0.000003,8.000063,-7.999937
20.189078,20.112329,-0.000056,0.000033,-0.000005,-0.000003,-0.523599,-0.000000,0.000001,-0.000003,8.000065,-7.999935
20.388970,20.312221,-0.000057,0.000033,-0.000005,-0.000003,-0.523599,0.000000,-0.000000,-0.000001,8.000066,-7.999934
20.588862,20.512113,-0.000058,0.000034,-0.000006,-0.000003,-0.523599,-0.000000,0.000001,-0.000002,8.000067,-7.999933
20.788753,20.712005,-0.000059,0.000035,-0.000006,-0.000003,-0.523599,-0.000000,0.000001,-0.000003,8.000068,-7.999932
20.988645,20.911896,-0.000060,0.000035,-0.000007,-0.000004,-0.523599,-0.000000,0.000001,-0.000002,8.000070,-7.999930
21.188537,21.111788,-0.000062,0.000036,-0.000007,-0.000004,-0.523599,0.000000,0.000000,-0.000001,8.000072,-7.999928
21.388429,21.311680,-0.000063,0.000037,-0.000007,-0.000004,-0.523599,-0.000000,0.000000,-0.000001,8.000073,-7.999927
21.588321,21.511572,-0.000065,0.000038,-0.000008,-0.000004,-0.523599,-0.000000,0.000001,-0.000003,8.000075,-7.999925
21.788213,21.711464,-0.000066,0.000038,-0.000008,-0.000004,-0.523599,-0.000000,0.000001,-0.000002,8.000077,-7.999923
21.988105,21.911356,-0.000068,0.000039,-0.000009,-0.000004,-0.523599,0.000000,0.000000,-0.000001,8.000079,-7.999921
22.187996,22.111248,-0.000070,0.000040,-0.000009,-0.000004,-0.523599,0.000000,0.000000,-0.000001,8.000080,-7.999920
22.387888,22.311139,-0.000072,0.000041,-0.000009,-0.000004,-0.523599,0.000000,-0.000001,0.000001,8.000082,-7.999918
22.587780,22.511031,-0.000073,0.000041,-0.000009,-0.000004,-0.523599,0.000000,-0.000001,0.000002,8.000084,-7.999916
22.787672,22.710923,-0.000075,0.000042,-0.000008,-0.000004,-0.523599,0.000000,-0.000001,0.000001,8.000086,-7.999914
22.987564,22.910815,-0.000077,0.000043,-0.000008,-0.000004,-0.523599,0.000000,-0.000001,0.000001,8.000088,-7.999912
23.187456,23.110707,-0.000078,0.000044,-0.000007,-0.000004,-0.523599,0.000000,-0.000001,0.000002,8.000090,-7.999910
23.387348,23.310599,-0.000080,0.000045,-0.000007,-0.000004,-0.523599,0.000000,-0.000002,0.000002,8.000091,-7.999909
23.587239,23.510491,-0.000081,0.000046,-0.000006,-0.000004,-0.523599,0.000000,-0.000001,0.000002,8.000093,-7.999907
23.787131,23.710382,-0.000082,0.000047,-0.000006,-0.000004,-0.523599,0.000000,-0.000001,0.000001,8.000094,-7.999906
23.987023,23.910274,-0.000083,0.000047,-0.000006,-0.000004,-0.523599,0.000000,-0.000001,0.000002,8.000096,-7.999904
24.186915,24.110166,-0.000084,0.000048,-0.000005,-0.000004,-0.523599,0.000000,-0.000001,0.000001,8.000097,-7.999903
24.386807,24.310058,-0.000085,0.000049,-0.000005,-0.000005,-0.523599,-0.000000,-0.000000,-0.000000,8.000099,-7.999901
24.586699,24.509950,-0.000087,0.000050,-0.000005,-0.000005,-0.523599,-0.000000,0.000000,-0.000001,8.000100,-7.999900
24.786591,24.709842,-0.000088,0.000051,-0.000005,-0.000005,-0.523599,-0.000000,0.000000,-0.000001,8.000101,-7.999899
24.986483,24.909734,-0.000089,0.000052,-0.000006,-0.000005,-0.523599,-0.000000,0.000000,-0.000001,8.000103,-7.999897
25.186374,25.109625,-0.000090,0.000053,-0.000006,-0.000005,-0.523599,0.000000,-0.000001,0.000001,8.000104,-7.999896
25.386266,25.309517,-0.000091,0.000054,-0.000005,-0.000005,-0.523599,0.000000,-0.000001,0.000001,8.000106,-7.999894
25.586158,25.509409,-0.000092,0.000055,-0.000005,-0.000005,-0.523599,-0.000000,0.000001,-0.000002,8.000107,-7.999893
25.786050,25.709301,-0.000093,0.000056,-0.000006,-0.000005,-0.523599,0.000000,-0.000000,0.000001,8.000109,-7.999891
25.985942,25.909193,-0.000094,0.000057,-0.000005,-0.000005,-0.523599,0.000000,-0.000003,0.000005,8.000111,-7.999889
26.185834,26.109085,-0.000095,0.000058,-0.000003,-0.000005,-0.523599,0.000000,-0.000005,0.000009,8.000113,-7.999887
26.385726,26.308977,-0.000095,0.000059,-0.000000,-0.000005,-0.523599,0.000000,-0.000009,0.000016,8.000114,-7.999886
26.585617,26.508869,-0.000095,0.000060,0.000004,-0.000005,-0.523599,0.000000,-0.000014,0.000025,8.000117,-7.999882
26.785509,26.708760,-0.000093,0.000060,0.000011,-0.000004,-0.523599,0.000000,-0.000019,0.000035,8.000119,-7.999879
26.985401,26.908652,-0.000090,0.000061,0.000021,-0.000004,-0.523599,0.000000,-0.000028,0.000051,8.000121,-7.999879
27.185293,27.108544,-0.000085,0.000062,0.000035,-0.000004,-0.523599,0.000000,-0.000040,0.000072,8.000123,-7.999876
27.385185,27.308436,-0.000076,0.000063,0.000054,-0.000004,-0.523599,0.000000,-0.000053,0.000095,8.000124,-7.999874
27.585077,27.508328,-0.000063,0.000064,0.000079,-0.000003,-0.523599,0.000000,-0.000069,0.000123,8.000126,-7.999872
27.784969,27.708220,-0.000044,0.000064,0.000111,-0.000003,-0.523599,0.000000,-0.000089,0.000159,8.000129,-7.999869
27.984860,27.908112,-0.000018,0.000065,0.000152,-0.000003,-0.523599,0.000000,-0.000113,0.000200,8.000130,-7.999867
28.184752,28.108003,0.000018,0.000065,0.000204,-0.000002,-0.523599,0.000000,-0.000140,0.000247,8.000131,-7.999865
28.384644,28.307895,0.000065,0.000066,0.000267,-0.000002,-0.523599,0.000000,-0.000173,0.000306,8.000133,-7.999863
28.584536,28.507787,0.000125,0.000066,0.000345,-0.000001,-0.523599,0.000000,-0.000210,0.000370,8.000132,-7.999862
28.784428,28.707679,0.000203,0.000066,0.000438,-0.000001,-0.523599,0.000000,-0.000251,0.000441,8.000132,-7.999862
28.984320,28.907571,0.000302,0.000066,0.000550,0.000000,-0.523599,-0.000000,-0.000302,0.000530,8.000133,-7.999861
29.184212,29.107463,0.000425,0.000066,0.000683,0.000001,-0.523599,-0.000000,-0.000357,0.000625,8.000130,-7.999862
29.384103,29.307354,0.000576,0.000066,0.000838,0.000002,-0.523599,-0.000000,-0.000415,0.000727,8.000130,-7.999860
29.583995,29.507246,0.000762,0.000066,0.001020,0.000002,-0.523599,-0.000000,-0.000485,0.000848,8.000131,-7.999859
29.783887,29.707138,0.000986,0.000065,0.001230,0.000003,-0.523599,-0.000000,-0.000561,0.000979,8.000126,-7.999862
29.983779,29.907030,0.001255,0.000064,0.001472,0.000004,-0.523599,-0.000000,-0.000643,0.001121,8.000126,-7.999861
30.183671,30.106921,0.001577,0.000064,0.001749,0.000005,-0.523599,-0.000000,-0.000737,0.001284,8.000125,-7.999861
30.383563,30.306813,0.001957,0.000063,0.002065,0.000005,-0.523599,-0.000000,-0.000833,0.001452,8.000118,-7.999866
30.583455,30.506704,0.002405,0.000061,0.002420,0.000006,-0.523599,-0.000000,-0.000940,0.001636,8.000120,-7.999863
30.783346,30.706595,0.002928,0.000060,0.002822,0.000007,-0.523599,-0.000000,-0.001061,0.001845,8.000116,-7.999866
30.983238,30.906486,0.003536,0.000058,0.003271,0.000008,-0.523599,-0.000000,-0.001183,0.002057,8.000108,-7.999874
31.183130,31.106377,0.004239,0.000057,0.003772,0.000009,-0.523599,-0.000000,-0.001317,0.002289,8.000113,-7.999869
31.383022,31.306267,0.005048,0.000055,0.004330,0.000010,-0.523599,-0.000000,-0.001464,0.002544,8.000107,-7.999876
31.582914,31.506157,0.005974,0.000053,0.004946,0.000010,-0.523599,-0.000000,-0.001612,0.002800,8.000099,-7.999885
31.782806,31.706046,0.007029,0.000051,0.005624,0.000011,-0.523599,0.000000,-0.001775,0.003083,8.000106,-7.999880
31.982698,31.905934,0.008227,0.000048,0.006371,0.000012,-0.523599,-0.000000,-0.001952,0.003388,8.000097,-7.999892
32.182589,32.105821,0.009581,0.000046,0.007187,0.000013,-0.523599,0.000000,-0.002127,0.003692,8.000092,-7.999899
32.382481,32.305707,0.011105,0.000043,0.008077,0.000014,-0.523599,-0.000001,-0.002320,0.004026,8.000101,-7.999895
32.582373,32.505592,0.012815,0.000040,0.009047,0.000014,-0.523599,0.000002,-0.002523,0.004377,8.000086,-7.999915
32.782265,32.705475,0.014727,0.000037,0.010097,0.000015,-0.523598,0.000004,-0.002726,0.004729,8.000086,-7.999920
32.982157,32.905355,0.016858,0.000034,0.011233,0.000016,-0.523598,-0.000001,-0.002951,0.005117,8.000096,-7.999917
33.182049,33.105233,0.019224,0.000031,0.012460,0.000017,-0.523598,0.000002,-0.003179,0.005514,8.000077,-7.999946
33.381941,33.305108,0.021845,0.000028,0.013778,0.000017,-0.523597,0.000004,-0.003410,0.005912,8.000086,-7.999945
33.581832,33.504978,0.024739,0.000024,0.015193,0.000018,-0.523597,-0.000001,-0.003663,0.006350,8.000096,-7.999948
33.781724,33.704845,0.027925,0.000021,0.016709,0.000018,-0.523597,0.000002,-0.003915,0.006786,8.000074,-7.999982
33.981616,33.904706,0.031425,0.000017,0.018326,0.000019,-0.523596,0.000004,-0.004172,0.007231,8.000093,-7.999980
34.181508,34.104561,0.035259,0.000013,0.020051,0.000019,-0.523596,0.000003,-0.004452,0.007716,8.000100,-7.999991
34.381400,34.304409,0.039448,0.000009,0.021886,0.000020,-0.523595,0.000003,-0.004726,0.008190,8.000079,-8.000031
34.581292,34.504249,0.044015,0.000005,0.023832,0.000020,-0.523594,0.000002,-0.005008,0.008678,8.000108,-8.000023
34.781184,34.704079,0.048982,0.000001,0.025895,0.000021,-0.523593,0.000007,-0.005310,0.009199,8.000109,-8.000046
34.981076,34.903898,0.054374,-0.000003,0.028077,0.000021,-0.523592,0.000005,-0.005602,0.009704,8.000089,-8.000092
35.180967,35.103704,0.060213,-0.000007,0.030377,0.000021,-0.523591,0.000002,-0.005907,0.010233,8.000132,-8.000079
35.380859,35.303497,0.066525,-0.000011,0.032804,0.000021,-0.523591,0.000006,-0.006229,0.010789,8.000126,-8.000116
35.580751,35.503272,0.073334,-0.000016,0.035355,0.000021,-0.523589,0.000006,-0.006538,0.011323,8.000117,-8.000157
35.780643,35.703030,0.080665,-0.000020,0.038034,0.000021,-0.523588,0.000006,-0.006864,0.011887,8.000166,-8.000145
35.980535,35.902766,0.088544,-0.000024,0.040844,0.000021,-0.523586,0.000009,-0.007196,0.012461,8.000153,-8.000199
36.180427,36.102479,0.096998,-0.000028,0.043784,0.000020,-0.523585,0.000009,-0.007516,0.013016,8.000157,-8.000236
36.380319,36.302166,0.106052,-0.000032,0.046857,0.000020,-0.523583,0.000005,-0.007860,0.013610,8.000213,-8.000226
36.580210,36.501823,0.115733,-0.000036,0.050067,0.000020,-0.523582,0.000009,-0.008202,0.014203,8.000191,-8.000296
36.780102,36.701447,0.126068,-0.000040,0.053412,0.000019,-0.523580,0.000010,-0.008531,0.014772,8.000215,-8.000322
36.979994,36.901035,0.137085,-0.000044,0.056892,0.000018,-0.523578,0.000009,-0.008882,0.015379,8.000271,-8.000320
37.179886,37.100583,0.148810,-0.000047,0.060511,0.000018,-0.523576,0.000012,-0.009230,0.015981,8.000239,-8.000407
37.379778,37.300086,0.161270,-0.000051,0.064267,0.000017,-0.523573,0.000013,-0.009567,0.016563,8.000289,-8.000417
37.579670,37.499540,0.174494,-0.000054,0.068162,0.000016,-0.523571,0.000008,-0.009924,0.017182,8.000342,-8.000426
37.779562,37.698940,0.188509,-0.000057,0.072197,0.000015,-0.523569,0.000012,-0.010270,0.017780,8.000310,-8.000520
37.979453,37.898280,0.203341,-0.000060,0.076370,0.000014,-0.523566,0.000013,-0.010609,0.018367,8.000383,-8.000517
38.179345,38.097556,0.219019,-0.000063,0.080681,0.000013,-0.523564,0.000013,-0.010965,0.018983,8.000427,-8.000542
38.379237,38.296761,0.235570,-0.000065,0.085130,0.000012,-0.523561,0.000013,-0.011304,0.019570,8.000395,-8.000645
38.579129,38.495890,0.253021,-0.000068,0.089715,0.000011,-0.523558,0.000013,-0.011642,0.020156,8.000490,-8.000624
38.779021,38.694935,0.271398,-0.000070,0.094439,0.000010,-0.523556,0.000012,-0.011994,0.020765,8.000520,-8.000670
38.978913,38.893890,0.290729,-0.000072,0.099298,0.000009,-0.523553,0.000014,-0.012323,0.021335,8.000501,-8.000768
39.178805,39.092747,0.311039,-0.000073,0.104289,0.000008,-0.523550,0.000017,-0.012654,0.021908,8.000609,-8.000738
39.378696,39.291499,0.332355,-0.000075,0.109414,0.000006,-0.523547,0.000012,-0.012993,0.022495,8.000622,-8.000805
39.578588,39.490137,0.354702,-0.000076,0.114669,0.000005,-0.523544,0.000014,-0.013308,0.023041,8.000618,-8.000892
39.778480,39.688654,0.378106,-0.000077,0.120053,0.000004,-0.523541,0.000017,-0.013631,0.023600,8.000740,-8.000853
39.978372,39.887041,0.402590,-0.000078,0.125565,0.000003,-0.523538,0.000013,-0.013953,0.024159,8.000734,-8.000943
40.178264,40.085287,0.428181,-0.000078,0.131201,0.000002,-0.523536,0.000014,-0.014251,0.024676,8.000756,-8.001006
40.378156,40.283385,0.454900,-0.000078,0.136959,0.000001,-0.523532,0.000017,-0.014558,0.025208,8.000875,-8.000972
40.578048,40.481324,0.482771,-0.000078,0.142838,-0.000001,-0.523529,0.000016,-0.014859,0.025730,8.000849,-8.001084
40.777939,40.679094,0.511817,-0.000078,0.148833,-0.000002,-0.523526,0.000016,-0.015139,0.026215,8.000899,-8.001118
40.977831,40.876685,0.542060,-0.000078,0.154942,-0.000003,-0.523523,0.000017,-0.015426,0.026713,8.001011,-8.001092
41.177723,41.074085,0.573520,-0.000077,0.161163,-0.000004,-0.523520,0.000014,-0.015701,0.027189,8.000972,-8.001217
41.377615,41.271284,0.606218,-0.000076,0.167490,-0.000005,-0.523517,0.000013,-0.015958,0.027636,8.001046,-8.001226
41.577507,41.468270,0.640174,-0.000075,0.173922,-0.000006,-0.523514,0.000018,-0.016224,0.028097,8.001143,-8.001212
41.777399,41.665032,0.675406,-0.000074,0.180458,-0.000007,-0.523511,0.000014,-0.016474,0.028530,8.001090,-8.001348
