s_m,ref_line_x_m,ref_line_y_m,ref_line_z_m,theta_rad,mu_rad,phi_rad,omega_x_radpm,omega_y_radpm,omega_z_radpm,track_width_left_m,track_width_right_m
8.795209,8.756822,-0.000020,0.000000,-0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000020,-7.999980
8.995100,8.956713,-0.000020,0.000000,-0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000020,-7.999980
9.194991,9.156604,-0.000021,0.000000,-0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000021,-7.999979
9.394882,9.356495,-0.000022,0.000000,-0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000022,-7.999978
9.594773,9.556386,-0.000022,0.000000,-0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000022,-7.999978
9.794664,9.756277,-0.000023,0.000000,-0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000023,-7.999977
9.994555,9.956168,-0.000024,0.000000,-0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000024,-7.999976
10.194446,10.156060,-0.000024,0.000000,-0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000024,-7.999976
10.394337,10.355951,-0.000025,0.000000,-0.000003,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000025,-7.999975
10.594229,10.555842,-0.000026,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000026,-7.999974
10.794120,10.755733,-0.000027,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000027,-7.999973
10.994011,10.955624,-0.000027,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000027,-7.999973
11.193902,11.155515,-0.000028,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000028,-7.999972
11.393793,11.355406,-0.000029,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000029,-7.999971
11.593684,11.555297,-0.000029,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000029,-7.999971
11.793575,11.755188,-0.000030,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000030,-7.999970
11.993466,11.955079,-0.000031,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000031,-7.999969
12.193357,12.154971,-0.000032,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000032,-7.999968
12.393248,12.354862,-0.000033,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000033,-7.999967
12.593140,12.554753,-0.000033,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000033,-7.999967
12.793031,12.754644,-0.000034,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000034,-7.999966
12.992922,12.954535,-0.000035,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000035,-7.999965
13.192813,13.154426,-0.000036,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000036,-7.999964
13.392704,13.354317,-0.000037,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000037,-7.999963
13.592595,13.554208,-0.000037,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000037,-7.999963
13.792486,13.754099,-0.000038,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000038,-7.999962
13.992377,13.953991,-0.000039,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000039,-7.999961
14.192268,14.153882,-0.000040,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000040,-7.999960
14.392159,14.353773,-0.000041,0.000000,-0.000004,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000041,-7.999959
14.592051,14.553664,-0.000042,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000042,-7.999958
14.791942,14.753555,-0.000043,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000043,-7.999957
14.991833,14.953446,-0.000044,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000044,-7.999956
15.191724,15.153337,-0.000045,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,-0.000003,8.000045,-7.999955
15.391615,15.353228,-0.000046,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000002,8.000046,-7.999954
15.591506,15.553119,-0.000047,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000047,-7.999953
15.791397,15.753010,-0.000048,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000048,-7.999952
15.991288,15.952902,-0.000049,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000049,-7.999951
16.191179,16.152793,-0.000051,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000051,-7.999949
16.391071,16.352684,-0.000052,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000052,-7.999948
16.590962,16.552575,-0.000053,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000053,-7.999947
16.790853,16.752466,-0.000054,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,8.000054,-7.999946
16.990744,16.952357,-0.000056,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,0.000002,8.000056,-7.999944
17.190635,17.152248,-0.000057,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,0.000001,8.000057,-7.999943
17.390526,17.352139,-0.000058,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000058,-7.999942
17.590417,17.552030,-0.000059,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000059,-7.999941
17.790308,17.751922,-0.000060,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,0.000001,8.000060,-7.999940
17.990199,17.951813,-0.000061,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,0.000003,8.000061,-7.999939
18.190090,18.151704,-0.000062,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,8.000062,-7.999938
18.389982,18.351595,-0.000063,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000063,-7.999937
18.589873,18.551486,-0.000064,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000064,-7.999936
18.789764,18.751377,-0.000065,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000065,-7.999935
18.989655,18.951268,-0.000066,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000066,-7.999934
19.189546,19.151159,-0.000068,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000068,-7.999932
19.389437,19.351050,-0.000069,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000069,-7.999931
19.589328,19.550941,-0.000070,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000070,-7.999930
19.789219,19.750833,-0.000071,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000071,-7.999929
19.989110,19.950724,-0.000072,0.000000,-0.000006,0.000000,0.000000,0.000000,0.000000,-0.000003,8.000072,-7.999928
20.189002,20.150615,-0.000073,0.000000,-0.000007,0.000000,0.000000,0.000000,0.000000,-0.000003,8.000073,-7.999927
20.388893,20.350506,-0.000075,0.000000,-0.000007,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000075,-7.999925
20.588784,20.550397,-0.000076,0.000000,-0.000008,0.000000,0.000000,0.000000,0.000000,-0.000002,8.000076,-7.999924
20.788675,20.750288,-0.000078,0.000000,-0.000008,0.000000,0.000000,0.000000,0.000000,-0.000003,8.000078,-7.999922
20.988566,20.950179,-0.000080,0.000000,-0.000009,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000080,-7.999920
21.188457,21.150070,-0.000081,0.000000,-0.000009,0.000000,0.000000,0.000000,0.000000,-0.000002,8.000081,-7.999919
21.388348,21.349961,-0.000083,0.000000,-0.000009,0.000000,0.000000,0.000000,0.000000,-0.000004,8.000083,-7.999917
21.588239,21.549852,-0.000085,0.000000,-0.000010,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000085,-7.999915
21.788130,21.749744,-0.000087,0.000000,-0.000010,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000087,-7.999913
21.988021,21.949635,-0.000089,0.000000,-0.000010,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000089,-7.999911
22.187913,22.149526,-0.000091,0.000000,-0.000010,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000091,-7.999909
22.387804,22.349417,-0.000093,0.000000,-0.000011,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000093,-7.999907
22.587695,22.549308,-0.000095,0.000000,-0.000011,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000095,-7.999905
22.787586,22.749199,-0.000097,0.000000,-0.000011,0.000000,0.000000,0.000000,0.000000,0.000002,8.000097,-7.999903
22.987477,22.949090,-0.000099,0.000000,-0.000010,0.000000,0.000000,0.000000,0.000000,0.000003,8.000099,-7.999901
23.187368,23.148981,-0.000101,0.000000,-0.000010,0.000000,0.000000,0.000000,0.000000,0.000003,8.000101,-7.999899
23.387259,23.348872,-0.000103,0.000000,-0.000009,0.000000,0.000000,0.000000,0.000000,0.000002,8.000103,-7.999897
23.587150,23.548764,-0.000105,0.000000,-0.000009,0.000000,0.000000,0.000000,0.000000,0.000002,8.000105,-7.999895
23.787041,23.748655,-0.000107,0.000000,-0.000008,0.000000,0.000000,0.000000,0.000000,0.000002,8.000107,-7.999893
23.986933,23.948546,-0.000108,0.000000,-0.000008,0.000000,0.000000,0.000000,0.000000,0.000003,8.000108,-7.999892
24.186824,24.148437,-0.000110,0.000000,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000002,8.000110,-7.999890
24.386715,24.348328,-0.000111,0.000000,-0.000007,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000111,-7.999889
24.586606,24.548219,-0.000113,0.000000,-0.000007,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000113,-7.999887
24.786497,24.748110,-0.000114,0.000000,-0.000007,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000114,-7.999886
24.986388,24.948001,-0.000116,0.000000,-0.000008,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000116,-7.999884
25.186279,25.147892,-0.000117,0.000000,-0.000008,0.000000,0.000000,0.000000,0.000000,-0.000001,8.000117,-7.999883
25.386170,25.347783,-0.000119,0.000000,-0.000008,0.000000,0.000000,0.000000,0.000000,-0.000000,8.000119,-7.999881
25.586061,25.547675,-0.000120,0.000000,-0.000008,0.000000,0.000000,0.000000,0.000000,0.000002,8.000121,-7.999879
25.785952,25.747566,-0.000122,0.000000,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000002,8.000123,-7.999877
25.985844,25.947457,-0.000123,0.000000,-0.000007,0.000000,0.000000,0.000000,0.000000,0.000004,8.000125,-7.999875
26.185735,26.147348,-0.000125,0.000000,-0.000005,0.000000,0.000000,0.000000,0.000000,0.000012,8.000127,-7.999873
26.385626,26.347239,-0.000125,0.000000,-0.000002,0.000000,0.000000,0.000000,0.000000,0.000020,8.000129,-7.999871
26.585517,26.547130,-0.000125,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000030,8.000132,-7.999868
26.785408,26.747021,-0.000124,0.000000,0.000011,0.000000,0.000000,0.000000,0.000000,0.000047,8.000134,-7.999866
26.985299,26.946912,-0.000121,0.000000,0.000022,0.000000,0.000000,0.000000,0.000000,0.000065,8.000137,-7.999863
27.185190,27.146803,-0.000115,0.000000,0.000037,0.000000,0.000000,0.000000,0.000000,0.000085,8.000139,-7.999860
27.385081,27.346695,-0.000106,0.000000,0.000057,0.000000,0.000000,0.000000,0.000000,0.000114,8.000140,-7.999858
27.584972,27.546586,-0.000092,0.000000,0.000083,0.000000,0.000000,0.000000,0.000000,0.000148,8.000141,-7.999857
27.784863,27.746477,-0.000072,0.000000,0.000117,0.000000,0.000000,0.000000,0.000000,0.000191,8.000144,-7.999853
27.984755,27.946368,-0.000045,0.000000,0.000160,0.000000,0.000000,0.000000,0.000000,0.000243,8.000145,-7.999850
28.184646,28.146259,-0.000007,0.000000,0.000214,0.000000,0.000000,0.000000,0.000000,0.000298,8.000145,-7.999849
28.384537,28.346150,0.000042,0.000000,0.000280,0.000000,0.000000,0.000000,0.000000,0.000365,8.000147,-7.999846
28.584428,28.546041,0.000106,0.000000,0.000361,0.000000,0.000000,0.000000,0.000000,0.000443,8.000146,-7.999846
28.784319,28.745932,0.000187,0.000000,0.000458,0.000000,0.000000,0.000000,0.000000,0.000527,8.000146,-7.999844
28.984210,28.945823,0.000290,0.000000,0.000574,0.000000,0.000000,0.000000,0.000000,0.000632,8.000147,-7.999842
29.184101,29.145714,0.000418,0.000000,0.000711,0.000000,0.000000,0.000000,0.000000,0.000744,8.000145,-7.999843
29.383992,29.345605,0.000576,0.000000,0.000872,0.000000,0.000000,0.000000,0.000000,0.000864,8.000145,-7.999842
29.583883,29.545496,0.000769,0.000000,0.001059,0.000000,0.000000,0.000000,0.000000,0.001010,8.000145,-7.999841
29.783775,29.745387,0.001001,0.000000,0.001277,0.000000,0.000000,0.000000,0.000000,0.001163,8.000138,-7.999846
29.983666,29.945278,0.001281,0.000000,0.001525,0.000000,0.000000,0.000000,0.000000,0.001327,8.000139,-7.999844
30.183557,30.145169,0.001614,0.000000,0.001810,0.000000,0.000000,0.000000,0.000000,0.001518,8.000137,-7.999844
30.383448,30.345060,0.002007,0.000000,0.002133,0.000000,0.000000,0.000000,0.000000,0.001716,8.000128,-7.999850
30.583339,30.544950,0.002469,0.000000,0.002498,0.000000,0.000000,0.000000,0.000000,0.001932,8.000130,-7.999847
30.783230,30.744841,0.003009,0.000000,0.002909,0.000000,0.000000,0.000000,0.000000,0.002180,8.000126,-7.999850
30.983121,30.944731,0.003635,0.000000,0.003369,0.000000,0.000000,0.000000,0.000000,0.002425,8.000117,-7.999859
31.183012,31.144621,0.004359,0.000000,0.003880,0.000000,0.000000,0.000000,0.000000,0.002695,8.000123,-7.999854
31.382903,31.344510,0.005190,0.000000,0.004449,0.000000,0.000000,0.000000,0.000000,0.002995,8.000115,-7.999863
31.582794,31.544399,0.006142,0.000000,0.005078,0.000000,0.000000,0.000000,0.000000,0.003293,8.000106,-7.999873
31.782686,31.744287,0.007225,0.000000,0.005769,0.000000,0.000000,0.000000,0.000000,0.003624,8.000114,-7.999867
31.982577,31.944174,0.008452,0.000000,0.006529,0.000000,0.000000,0.000000,0.000000,0.003981,8.000102,-7.999881
32.182468,32.144061,0.009839,0.000000,0.007360,0.000000,0.000000,0.000000,0.000000,0.004333,8.000099,-7.999890
32.382359,32.343946,0.011400,0.000000,0.008266,0.000000,0.000000,0.000000,0.000000,0.004727,8.000108,-7.999885
32.582250,32.543829,0.013149,0.000000,0.009251,0.000000,0.000000,0.000000,0.000000,0.005136,8.000090,-7.999909
32.782141,32.743711,0.015104,0.000000,0.010318,0.000000,0.000000,0.000000,0.000000,0.005541,8.000093,-7.999916
32.982032,32.943590,0.017280,0.000000,0.011471,0.000000,0.000000,0.000000,0.000000,0.005994,8.000106,-7.999913
33.181923,33.143466,0.019696,0.000000,0.012716,0.000000,0.000000,0.000000,0.000000,0.006458,8.000083,-7.999946
33.381814,33.343340,0.022370,0.000000,0.014053,0.000000,0.000000,0.000000,0.000000,0.006920,8.000096,-7.999948
33.581705,33.543209,0.025320,0.000000,0.015487,0.000000,0.000000,0.000000,0.000000,0.007428,8.000108,-7.999952
33.781597,33.743074,0.028568,0.000000,0.017023,0.000000,0.000000,0.000000,0.000000,0.007936,8.000085,-7.999994
33.981488,33.942933,0.032132,0.000000,0.018661,0.000000,0.000000,0.000000,0.000000,0.008452,8.000108,-7.999992
34.181379,34.142786,0.036034,0.000000,0.020407,0.000000,0.000000,0.000000,0.000000,0.009017,8.000116,-8.000006
34.381270,34.342632,0.040297,0.000000,0.022264,0.000000,0.000000,0.000000,0.000000,0.009565,8.000092,-8.000055
34.581161,34.542469,0.044942,0.000000,0.024232,0.000000,0.000000,0.000000,0.000000,0.010131,8.000129,-8.000049
34.781052,34.742296,0.049992,0.000000,0.026318,0.000000,0.000000,0.000000,0.000000,0.010740,8.000133,-8.000077
34.980943,34.942112,0.055470,0.000000,0.028523,0.000000,0.000000,0.000000,0.000000,0.011322,8.000111,-8.000133
35.180834,35.141915,0.061401,0.000000,0.030848,0.000000,0.000000,0.000000,0.000000,0.011935,8.000164,-8.000121
35.380725,35.341703,0.067809,0.000000,0.033298,0.000000,0.000000,0.000000,0.000000,0.012586,8.000159,-8.000168
35.580617,35.541475,0.074719,0.000000,0.035875,0.000000,0.000000,0.000000,0.000000,0.013199,8.000152,-8.000219
35.780508,35.741227,0.082156,0.000000,0.038579,0.000000,0.000000,0.000000,0.000000,0.013850,8.000214,-8.000208
35.980399,35.940959,0.090147,0.000000,0.041414,0.000000,0.000000,0.000000,0.000000,0.014522,8.000202,-8.000274
36.180290,36.140666,0.098717,0.000000,0.044381,0.000000,0.000000,0.000000,0.000000,0.015160,8.000212,-8.000322
36.380181,36.340346,0.107893,0.000000,0.047480,0.000000,0.000000,0.000000,0.000000,0.015846,8.000280,-8.000315
36.580072,36.539996,0.117701,0.000000,0.050716,0.000000,0.000000,0.000000,0.000000,0.016534,8.000258,-8.000401
36.779963,36.739613,0.128168,0.000000,0.054087,0.000000,0.000000,0.000000,0.000000,0.017190,8.000292,-8.000436
36.979854,36.939193,0.139322,0.000000,0.057594,0.000000,0.000000,0.000000,0.000000,0.017897,8.000363,-8.000437
37.179745,37.138731,0.151190,0.000000,0.061241,0.000000,0.000000,0.000000,0.000000,0.018593,8.000331,-8.000544
37.379636,37.338224,0.163799,0.000000,0.065024,0.000000,0.000000,0.000000,0.000000,0.019259,8.000393,-8.000563
37.579528,37.537667,0.177176,0.000000,0.068945,0.000000,0.000000,0.000000,0.000000,0.019977,8.000461,-8.000579
37.779419,37.737055,0.191349,0.000000,0.073008,0.000000,0.000000,0.000000,0.000000,0.020669,8.000430,-8.000696
37.979310,37.936382,0.206346,0.000000,0.077207,0.000000,0.000000,0.000000,0.000000,0.021344,8.000520,-8.000697
38.179201,38.135644,0.222194,0.000000,0.081544,0.000000,0.000000,0.000000,0.000000,0.022057,8.000578,-8.000733
38.379092,38.334834,0.238919,0.000000,0.086021,0.000000,0.000000,0.000000,0.000000,0.022734,8.000548,-8.000860
38.578983,38.533946,0.256550,0.000000,0.090633,0.000000,0.000000,0.000000,0.000000,0.023410,8.000667,-8.000843
38.778874,38.732973,0.275112,0.000000,0.095383,0.000000,0.000000,0.000000,0.000000,0.024111,8.000709,-8.000904
38.978765,38.931909,0.294633,0.000000,0.100267,0.000000,0.000000,0.000000,0.000000,0.024763,8.000694,-8.001025
39.178656,39.130745,0.315139,0.000000,0.105283,0.000000,0.000000,0.000000,0.000000,0.025424,8.000828,-8.000999
39.378548,39.329475,0.336655,0.000000,0.110434,0.000000,0.000000,0.000000,0.000000,0.026107,8.000852,-8.001086
39.578439,39.528089,0.359207,0.000000,0.115715,0.000000,0.000000,0.000000,0.000000,0.026733,8.000855,-8.001195
39.778330,39.726580,0.382820,0.000000,0.121123,0.000000,0.000000,0.000000,0.000000,0.027377,8.001006,-8.001158
39.978221,39.924939,0.407520,0.000000,0.126659,0.000000,0.000000,0.000000,0.000000,0.028019,8.001008,-8.001271
40.178112,40.123157,0.433329,0.000000,0.132319,0.000000,0.000000,0.000000,0.000000,0.028610,8.001042,-8.001353
40.378003,40.321224,0.460272,0.000000,0.138100,0.000000,0.000000,0.000000,0.000000,0.029225,8.001189,-8.001323
40.577894,40.519130,0.488371,0.000000,0.144001,0.000000,0.000000,0.000000,0.000000,0.029824,8.001168,-8.001461
40.777785,40.716865,0.517650,0.000000,0.150018,0.000000,0.000000,0.000000,0.000000,0.030376,8.001236,-8.001510
40.977676,40.914418,0.548128,0.000000,0.156148,0.000000,0.000000,0.000000,0.000000,0.030954,8.001373,-8.001490
41.177567,41.111779,0.579828,0.000000,0.162390,0.000000,0.000000,0.000000,0.000000,0.031502,8.001334,-8.001644
41.377459,41.308937,0.612770,0.000000,0.168738,0.000000,0.000000,0.000000,0.000000,0.032010,8.001431,-8.001664
41.577350,41.505880,0.646973,0.000000,0.175189,0.000000,0.000000,0.000000,0.000000,0.032540,8.001553,-8.001656
41.777241,41.702596,0.682456,0.000000,0.181743,0.000000,0.000000,0.000000,0.000000,0.033034,8.001499,-8.001822
41.977132,41.899074,0.719237,0.000000,0.188393,0.000000,0.000000,0.000000,0.000000,0.033499,8.001634,-8.001797
42.177023,42.095300,0.757333,0.000000,0.195137,0.000000,0.000000,0.000000,0.000000,0.033978,8.001724,-8.001814
42.376914,42.291264,0.796761,0.000000,0.201972,0.000000,0.000000,0.000000,0.000000,0.034412,8.001671,-8.001974
42.576805,42.486952,0.837535,0.000000,0.208892,0.000000,0.000000,0.000000,0.000000,0.034826,8.001825,-8.001924
42.776696,42.682351,0.879671,0.000000,0.215895,0.000000,0.000000,0.000000,0.000000,0.035245,8.001882,-8.001967
42.976587,42.877449,0.923182,0.000000,0.222978,0.000000,0.000000,0.000000,0.000000,0.035623,8.001836,-8.002110
43.176479,43.072232,0.968081,0.000000,0.230135,0.000000,0.000000,0.000000,0.000000,0.035990,8.002003,-8.002036
43.376370,43.266687,1.014380,0.000000,0.237365,0.000000,0.000000,0.000000,0.000000,0.036346,8.002022,-8.002106
43.576261,43.460800,1.062090,0.000000,0.244662,0.000000,0.000000,0.000000,0.000000,0.036664,8.001983,-8.002229
43.776152,43.654559,1.111221,0.000000,0.252022,0.000000,0.000000,0.000000,0.000000,0.036980,8.002161,-8.002133
